Time (s),linear_x_cmd (m/s),linear_x (m/s),angular_z_cmd (rad/s),angular_z (rad/s)
12.80201077,0,0,-1,-1.052999973
13.00193095,0,0,-1,-1.052999973
13.20189691,0,0.003,-1,-1.097000003
13.40182948,0,0.003,-1,-1.008999944
13.60218549,0,-0.003,-1,-1.008999944
13.80173826,0,-0.003,-1,-1.008999944
14.00178075,0,-0.003,-1,-1.008999944
14.20192957,0,0,-1,-0.964999974
14.40198874,0,0,-1,-0.964999974
14.60187078,0,0.003,-1,-1.008999944
14.80183125,0,0,-1,-0.964999974
15.0017972,0,-0.003,-1,-1.008999944
15.20177507,0,0,-1,-0.964999974
15.40175366,0,-0.003,-1,-1.008999944
15.60177016,0,0.003,-1,-1.097000003
15.80180693,0,0.003,-1,-1.008999944
16.00864077,0,0,-1,-0.964999974
16.2017591,0,-0.007,-1,-1.052999973
16.40177035,0,0,-1,-0.964999974
16.60179424,0,-0.003,-1,-1.008999944
16.8019135,0,0.003,-1,-1.008999944
17.00194693,0,0.003,-1,-1.008999944
17.20186281,0,0,-1,-0.964999974
17.4018507,0,0,-1,-0.964999974
17.60184503,0,0,-1,-0.964999974
17.80197215,0,0,1,-0.964999974
18.00189304,0,0,1,0.263000011
18.20194459,0,0,1,0.790000021
18.40188813,0,-0.003,1,1.008999944
18.60187411,0,0.003,1,1.008999944
18.80190182,0,0,1,1.052999973
19.00192308,0,0,1,0.964999974
19.20192623,0,0.003,1,1.097000003
19.40186167,0,-0.003,1,1.008999944
19.60194659,0,0.003,1,0.921999991
19.80193472,0,0,-1,0.964999974
20.00191832,0,0.003,-1,-0.307000011
20.20189857,0,-0.003,-1,-0.921999991
20.40191698,0,0.003,-1,-1.008999944
20.60187197,0,0,-1,-0.964999974
20.80185795,0,0,-1,-0.964999974
21.00188518,0,0,-1,-0.964999974
21.2019105,0,0,-1,-0.964999974
21.40185976,0,0,-1,-0.964999974
21.60186481,0,-0.003,-1,-0.921999991
21.80195642,0,0,-1,-0.964999974
22.00189757,0,0,-1,-0.964999974
22.2019093,0,0.003,-1,-1.008999944
22.40189791,0,0.003,-1,-1.008999944
22.60190177,0,0.003,-1,-1.097000003
22.80191135,0,0,-1,-1.052999973
23.00188661,0,0,-1,-0.964999974
23.20192456,0,0,-1,-1.052999973
23.40195179,0,-0.003,-1,-1.008999944
23.60193968,0,-0.003,-1,-1.008999944
23.80190349,0,0,1,-0.964999974
24.00194192,0,-0.003,1,0.307000011
24.20192504,0,0,1,0.964999974
24.40196204,0,0.003,1,1.008999944
24.60194278,0,-0.003,1,0.921999991
24.80191994,0,0,1,0.964999974
25.00196695,0,0.003,1,1.008999944
25.20192504,0,0.003,1,0.921999991
25.40211201,0,-0.003,1,0.921999991
25.60201144,0,-0.003,1,1.008999944
25.8020308,0,-0.011,1,1.008999944
26.00189757,0,0,1,1.052999973
26.20204902,0,0,1,1.052999973
26.40195012,0,0,1,1.052999973
26.60192275,0,0.003,1,0.921999991
26.80191994,0,0,1,1.052999973
27.00192666,0,0,1,1.052999973
27.20191741,0,-0.003,1,1.008999944
27.4020431,0,0,1,1.052999973
27.60184288,0,-0.003,1,1.008999944
27.80202246,0,0,-1,1.052999973
28.00189829,0,0,-1,-0.43900001
28.20194101,0,0,-1,-0.964999974
28.40200377,0,0.003,-1,-1.008999944
28.6018784,0,0,-1,-0.878000021
28.80195379,0,0,-1,-0.878000021
29.00198913,0,-0.003,-1,-1.008999944
29.20186901,0,0,-1,-0.964999974
29.40185118,0,0,-1,-0.964999974
29.60191011,0,0,-1,-0.964999974
29.8018856,0,0,1,-0.964999974
30.00186992,0,-0.003,1,0.307000011
30.20191455,0,0,1,0.702000022
30.40185761,0,0,1,0.964999974
30.60206413,0,0.003,1,1.008999944
30.80192614,0,0.007,1,1.052999973
31.00195146,0,0,1,1.052999973
31.20193362,0,0,1,1.052999973
31.401932,0,0,1,1.052999973
31.60185814,0,-0.007,1,1.052999973
31.80193472,0,-0.003,0,1.008999944
32.00192976,0,0,0,0.174999997
32.20188379,0,0,0,0
32.40183878,0,0,0,0
32.60187411,0,0,0,0
32.80189705,0,0,0,0
33.0018878,0,0,0,0
33.20193577,0,0,0,0
33.40188813,0,0,0,0
