Time (s),linear_x_cmd (m/s),linear_x (m/s),angular_z_cmd (rad/s),angular_z (rad/s)
12.80128264,0.2,0.200000003,0,0.043000001
13.00139022,0.2,0.202999994,0,0
13.20131588,0.2,0.202999994,0,0
13.40126038,0.2,0.200000003,0,-0.043000001
13.60126305,0.2,0.200000003,0,-0.043000001
13.80132532,0.2,0.192000002,0,-0.043000001
14.00128102,0.2,0.202999994,0,0
14.20131803,0.2,0.192000002,0,0.043000001
14.40133715,0.2,0.200000003,0,-0.043000001
14.60133028,0.2,0.202999994,0,0.086999997
14.80127311,0.2,0.195999995,0,0
15.00130773,0.2,0.207000002,0,0.043000001
15.20129895,0.2,0.200000003,0,0.043000001
15.40142632,0.2,0.200000003,0,0.043000001
15.60136008,0.2,0.210999995,0,-0.086999997
15.80129957,0.2,0.195999995,0,0
16.00125957,0.2,0.200000003,0,-0.043000001
16.20129514,0.2,0.200000003,0,-0.043000001
16.40131831,0.2,0.200000003,0,0.043000001
16.6012845,0.2,0.195999995,0,0
16.80138111,0.2,0.192000002,0,0.043000001
17.00133181,0.2,0.200000003,0,0.043000001
17.20128775,0.2,0.202999994,0,0
17.40125823,0.2,0.200000003,0,0.043000001
17.60133767,0.2,0.195999995,0,0.086999997
17.80126405,0.2,0.195999995,0,0
18.00141978,0.2,0.200000003,0,0.043000001
18.20146155,0.2,0.200000003,0,-0.043000001
18.40136576,0.2,0.202999994,0,0
18.60138988,0.2,0.202999994,0,0
18.80122423,0.2,0.200000003,0,0.043000001
19.00125623,0.2,0.200000003,0,0.130999997
19.20158982,0.2,0.200000003,0,-0.043000001
19.40137577,0.2,0.200000003,0,-0.043000001
19.60130644,0.2,0.200000003,0,-0.043000001
19.80129719,-0.2,0.200000003,0,-0.043000001
20.00130725,-0.2,-0.123999998,0,-0.043000001
20.20128822,-0.2,-0.215000004,0,0.043000001
20.40128994,-0.2,-0.202999994,0,0
20.6012187,-0.2,-0.192000002,0,-0.043000001
20.80133772,-0.2,-0.200000003,0,-0.043000001
21.00126815,-0.2,-0.200000003,0,0.043000001
21.20126796,-0.2,-0.200000003,0,-0.043000001
21.40126514,-0.2,-0.195999995,0,0
21.60127378,-0.2,-0.200000003,0,0.043000001
21.80140615,-0.2,-0.200000003,0,0.043000001
22.00136518,-0.2,-0.202999994,0,0
22.20128155,-0.2,-0.195999995,0,0
22.40128493,-0.2,-0.195999995,0,0
22.60130787,-0.2,-0.202999994,0,0
22.80129218,-0.2,-0.202999994,0,0
23.00141168,-0.2,-0.200000003,0,0.043000001
23.20128489,-0.2,-0.202999994,0,0
23.40128994,-0.2,-0.200000003,0,0.043000001
23.60129309,-0.2,-0.200000003,0,-0.043000001
23.8012619,-0.2,-0.200000003,0,-0.043000001
24.00128293,-0.2,-0.200000003,0,-0.043000001
24.20146441,-0.2,-0.192000002,0,0.043000001
24.40139794,-0.2,-0.195999995,0,0
24.60132241,-0.2,-0.200000003,0,0.043000001
24.80127096,-0.2,-0.200000003,0,-0.043000001
25.00127888,-0.2,-0.207000002,0,-0.043000001
25.20132279,-0.2,-0.200000003,0,-0.043000001
25.40140295,-0.2,-0.202999994,0,0
25.60139585,-0.2,-0.210999995,0,0
25.80130243,0.2,-0.200000003,0,0.043000001
26.00128412,0.2,0.097999997,0,0
26.20128345,0.2,0.215000004,0,0.043000001
26.40127707,0.2,0.202999994,0,0
26.60127449,0.2,0.207000002,0,0.043000001
26.80135989,0.2,0.195999995,0,0
27.00128984,0.2,0.202999994,0,0
27.20140982,0.2,0.200000003,0,-0.043000001
27.40152287,0.2,0.192000002,0,0.043000001
27.60126328,0.2,0.195999995,0,-0.086999997
27.80130029,-0.2,0.200000003,0,0.043000001
28.00130463,-0.2,-0.101000004,0,-0.043000001
28.20131946,-0.2,-0.207000002,0,-0.043000001
28.40129375,-0.2,-0.202999994,0,0.086999997
28.6012907,-0.2,-0.202999994,0,0
28.80127239,-0.2,-0.195999995,0,0
29.00128436,-0.2,-0.202999994,0,0
29.20129538,-0.2,-0.195999995,0,0
29.40137935,-0.2,-0.202999994,0,0
29.60159659,-0.2,-0.210999995,0,0
29.80137825,-0.2,-0.207000002,0,0.043000001
30.00129437,-0.2,-0.195999995,0,0
30.20129132,-0.2,-0.200000003,0,0.043000001
30.40130067,-0.2,-0.192000002,0,0.043000001
30.60128045,-0.2,-0.200000003,0,-0.043000001
30.80140281,-0.2,-0.200000003,0,-0.043000001
31.00136232,-0.2,-0.192000002,0,0.043000001
31.20131207,-0.2,-0.195999995,0,0
31.40128779,-0.2,-0.200000003,0,-0.043000001
31.60125232,-0.2,-0.195999995,0,0
31.80132127,0,-0.207000002,0,-0.043000001
32.00140262,0,-0.033,0,0.043000001
32.20141721,0,0,0,0
32.40133643,0,0,0,0
32.60129976,0,0,0,0
32.80127883,0,0,0,0
33.00126815,0,0,0,0
33.20139146,0,0,0,0
33.40138531,0,0,0,0
