Time (s),linear_x_cmd (m/s),linear_x (m/s),angular_z_cmd (rad/s),angular_z (rad/s)
9.80149436,0,0,-0.6,0.526000023
10.00144935,0,-0.003,-0.6,-0.043000001
10.20149684,0,-0.003,-0.6,-0.569999993
10.40147066,0,0,-0.6,-0.614000022
10.60143995,0,0,-0.6,-0.614000022
10.80145645,0,0,-0.6,-0.526000023
11.00207257,0,0,-0.6,-0.526000023
11.20147467,0,0.003,-0.6,-0.569999993
11.40160251,0,-0.003,-0.6,-0.569999993
11.60323811,0,0,-0.6,-0.526000023
11.80161786,0,0.003,0.6,-0.569999993
12.00129914,0,0,0.6,0.086999997
12.20147324,0,0.007,0.6,0.43900001
12.40136409,0,0.007,0.6,0.526000023
12.60205078,0,-0.003,0.6,0.569999993
12.80134463,0,-0.003,0.6,0.569999993
13.00137019,0,-0.003,0.6,0.657999992
13.20144463,0,-0.003,0.6,0.657999992
13.40145898,0,0,0.6,0.614000022
13.60146308,0,0.003,0.6,0.569999993
13.80215049,0,-0.003,0.6,0.569999993
14.00153041,0,-0.003,0.6,0.569999993
14.20130754,0,0.003,0.6,0.657999992
14.40133262,0,0,0.6,0.614000022
14.6019001,0,0,0.6,0.43900001
14.802001,0,0,0.6,0.43900001
15.00130749,0,0,0.6,0.526000023
15.2013042,0,0,0.6,0.526000023
15.40219474,0,0,0.6,0.614000022
15.60150671,0,0.003,0.6,0.569999993
15.80148935,0,0,0.6,0.614000022
16.00134492,0,0,0.6,0.614000022
16.20153427,0,0.003,0.6,0.569999993
16.40145206,0,0,0.6,0.614000022
16.60147405,0,0,0.6,0.702000022
16.80158138,0,-0.007,0.6,0.614000022
17.00132704,0,0,0.6,0.614000022
17.20205045,0,-0.003,0.6,0.657999992
17.40129304,0,-0.007,0.6,0.614000022
17.60130191,0,-0.003,0.6,0.657999992
17.80129957,0,0.003,0.6,0.657999992
18.00147271,0,0,0.6,0.614000022
18.20132017,0,-0.003,0.6,0.569999993
18.40129805,0,0,0.6,0.614000022
18.60140538,0,-0.007,0.6,0.614000022
18.80160141,0,0,0.6,0.614000022
19.0016191,0,0,0.6,0.614000022
19.2014904,0,0,0.6,0.526000023
19.40155268,0,0,0.6,0.526000023
19.60187292,0,0.003,0.6,0.657999992
19.80144858,0,0,-0.6,0.526000023
20.0013299,0,0,-0.6,-0.086999997
20.20137501,0,-0.003,-0.6,-0.481999993
20.40138936,0,-0.003,-0.6,-0.569999993
20.60131574,0,0.003,-0.6,-0.657999992
20.80142522,0,0,-0.6,-0.614000022
21.00179505,0,0,-0.6,-0.526000023
21.20152259,0,-0.003,-0.6,-0.569999993
21.40159798,0,-0.003,-0.6,-0.569999993
21.60142541,0,0,-0.6,-0.614000022
21.80148959,0,0,-0.6,-0.614000022
22.00145817,0,0,-0.6,-0.614000022
22.20179701,0,0,-0.6,-0.614000022
22.40129948,0,-0.003,-0.6,-0.569999993
22.60143375,0,-0.007,-0.6,-0.614000022
22.80147505,0,0,-0.6,-0.614000022
23.00129628,0,0.003,-0.6,-0.569999993
23.20145106,0,0.011,-0.6,-0.481999993
23.40142775,0,0.003,-0.6,-0.481999993
23.60142231,0,0.003,-0.6,-0.569999993
23.80149984,0,0.003,-0.6,-0.569999993
24.00217056,0,0,-0.6,-0.614000022
24.20160747,0,0,-0.6,-0.614000022
24.4013021,0,-0.003,-0.6,-0.569999993
24.60146356,0,0.003,-0.6,-0.569999993
24.80146646,0,-0.003,-0.6,-0.569999993
25.00147796,0,0.007,-0.6,-0.614000022
25.20146728,0,0.003,-0.6,-0.657999992
25.40145874,0,0.003,-0.6,-0.657999992
25.60146904,0,-0.003,-0.6,-0.569999993
25.80150175,0,-0.003,0.6,-0.569999993
26.00129485,0,-0.011,0.6,0.130999997
26.20138884,0,0,0.6,0.351000011
26.40144467,0,-0.003,0.6,0.569999993
26.6014185,0,0,0.6,0.526000023
26.80146503,0,0,0.6,0.43900001
27.00131512,0,0,0.6,0.526000023
27.2017765,0,0,0.6,0.614000022
27.40150023,0,0,0.6,0.614000022
27.60146999,0,0,0.6,0.614000022
27.80130625,0,0.003,-0.6,0.657999992
28.00132585,0,-0.003,-0.6,-0.043000001
28.20199776,0,0,-0.6,-0.351000011
28.40145206,0,-0.003,-0.6,-0.395000011
28.60145736,0,0,-0.6,-0.526000023
28.80143952,0,0,-0.6,-0.614000022
29.00193954,0,0.003,-0.6,-0.657999992
29.20202565,0,0.003,-0.6,-0.657999992
29.40208817,0,-0.003,-0.6,-0.657999992
29.60148001,0,0,-0.6,-0.526000023
29.80210352,0,0,-0.6,-0.614000022
30.00151038,0,-0.003,-0.6,-0.569999993
30.20214367,0,0,-0.6,-0.614000022
30.40151429,0,0,-0.6,-0.702000022
30.60132957,0,0,-0.6,-0.614000022
30.80150247,0,0,-0.6,-0.614000022
31.00169921,0,0,-0.6,-0.614000022
31.20131731,0,0,-0.6,-0.614000022
31.40152979,0,0.003,-0.6,-0.657999992
31.60146022,0,0,-0.6,-0.614000022
31.8015554,0,0,0,-0.614000022
32.00218439,0,-0.003,0,-0.130999997
32.20167446,0,0,0,0
32.40130019,0,0,0,0
32.60159302,0,0,0,0
32.80144739,0,0,0,0
33.00147271,0,0,0,0
33.20185018,0,0,0,0
33.40131998,0,0,0,0
33.60147548,0,0,0,0
33.80151582,0,0,0,0
