Time (s),x (m),y (m),yaw (rad),CTE (m),Orientation Error (rad),linear_x_cmd (m/s),linear_x (m/s),angular_z_cmd (rad/s),angular_z (rad/s),nearest s,look-ahead s
0.00014448165893554688,-0.048047064929198656,-0.0187398123325588,0.7684496173611937,0.020709897327476502,-0.016098297223993363,0.4,0.0,-0.0,0.0,-0.04724313835451811,0.2
0.009810924530029297,-0.048047064929198656,-0.0187398123325588,0.7684496173611937,0.020709897327476502,-0.016098297223993363,0.4,0.0,-0.0,0.0,-0.04724313835451811,0.2
0.061455726623535156,-0.048047064929198656,-0.0187398123325588,0.7684496173611937,0.020709897327476502,-0.016098297223993363,0.4,0.0,-0.0,0.0,-0.04724313835451811,0.2
0.11859774589538574,-0.04682558475970472,-0.01755744784123272,0.7721248102356271,0.02068363242818067,-0.012482956617734242,0.4,0.06700000166893005,-0.040706973330217194,0.17499999701976776,-0.04554210986437161,0.2
0.16094660758972168,-0.041475931653394485,-0.012272541077987704,0.7732462939670818,0.02064286977056149,-0.011599991513209118,0.4,0.19599999487400055,-0.1288729960338561,0.2630000114440918,-0.03801778894853903,0.2
0.21358895301818848,-0.03165624930724707,-0.0025766474659595813,0.7784705534306594,0.02056053584876537,-0.0067020798936433534,0.4,0.2680000066757202,-0.21161416106459904,0.21899999678134918,-0.024212462499827177,0.2
0.26220154762268066,-0.017575696131552437,0.01140049395956318,0.7866076854811882,0.020489244394184522,0.0012182943371920052,0.4,0.328000009059906,-0.3380002371862336,0.21899999678134918,-0.004369776058547017,0.2
0.3118464946746826,-0.017575696131552437,0.01140049395956318,0.7866076854811882,0.020489244394184522,0.0012182943371920052,0.4,0.3700000047683716,-0.3812807497446628,0.08699999749660492,-0.004369776058547017,0.2
0.3639364242553711,0.004840538756537144,0.03401227603912867,0.7924183474884712,0.020630126131051307,0.007302908846474887,0.4,0.41100001335144043,-0.47799580518024165,0.0430000014603138,0.02746593898949184,0.22746593898949186
0.41584253311157227,0.01709634755600877,0.046419872038177365,0.7894745753173826,0.020746191012448987,0.004833647895429505,0.4,0.4339999854564667,-0.5024273115334407,-0.13099999725818634,0.04489664451081911,0.2448966445108191
0.47052955627441406,0.03569118236100693,0.06504696310331864,0.7799601367970325,0.020802928078548163,-0.0035293997022683983,0.4,0.4560000002384186,-0.5009972916242049,-0.3070000112056732,0.07119201927141078,0.2711920192714108
0.5163843631744385,0.05464417622718556,0.08353879891941433,0.7582949692547959,0.020548617163389397,-0.023499963066757504,0.4,0.4300000071525574,-0.391654370000299,-0.35100001096725464,0.09763525318979614,0.29763525318979617
0.563678503036499,0.073403038281108,0.10101685167277957,0.7311756172574737,0.01976189276083131,-0.04845615004466431,0.4,0.4259999990463257,-0.27589494750398513,-0.4819999933242798,0.12321905608778289,0.3232190560877829
0.6122801303863525,0.073403038281108,0.10101685167277957,0.7311756172574737,0.01976189276083131,-0.04845615004466431,0.4,0.41499999165534973,-0.268770894761096,-0.5260000228881836,0.12321905608778289,0.3232190560877829
