Time (s),x (m),y (m),yaw (rad),CTE (m),Orientation Error (rad),linear_x_cmd (m/s),linear_x (m/s),angular_z_cmd (rad/s),angular_z (rad/s),nearest s,look-ahead s
4.105562687,1.116383031,0.06584685,-1.640276736,0.118329287,-0.12876137,0.4,0.395999998,-1,-1.008999944,1.465435438,1.665435438
4.156673193,1.114321047,0.042500426,-1.695624447,0.115132297,-0.163048886,0.4,0.388000011,-1,-0.921999991,1.486195662,1.686195662
4.205060482,1.113362395,0.034860343,-1.71403787,0.113908493,-0.174598043,0.4,0.38499999,-1,-0.878000021,1.49301158,1.69301158
4.254548311,1.104771537,0.001921234,-1.792579519,0.104773203,-0.223521556,0.4,0.39199999,-1,-0.964999974,1.522566884,1.722566884
4.305891037,1.091843001,-0.018453406,-1.838619987,0.091998967,-0.25091571,0.4,0.404000014,-0.93328196,-1.008999944,1.541203931,1.741203931
4.355078459,1.07945603,-0.038190283,-1.883148838,0.080132167,-0.276907497,0.4,0.407000005,-0.713561086,-1.052999973,1.559662533,1.759662533
4.405591249,1.074362644,-0.053420272,-1.923731726,0.075692979,-0.303026356,0.4,0.400000006,-0.557061991,-1.052999973,1.57396939,1.77396939
4.454698086,1.06870391,-0.068299704,-1.962916954,0.070892496,-0.327810091,0.4,0.407000005,-0.416123276,-0.964999974,1.588092127,1.788092127
4.508310318,1.059122951,-0.09027935,-2.016258715,0.062990029,-0.359259727,0.4,0.38499999,-0.183748896,-0.878000021,1.609262869,1.809262869
4.556996107,1.043804047,-0.120088791,-2.088719168,0.050776767,-0.400452515,0.4,0.395999998,0.133051839,-0.569999993,1.638700992,1.838700992
4.605213642,1.035395201,-0.134309162,-2.113464009,0.044211167,-0.409438128,0.4,0.395999998,0.263090827,-0.395000011,1.653111207,1.853111207
4.654541969,1.027119817,-0.147909146,-2.127342509,0.037929263,-0.40767864,0.4,0.400000006,0.353415145,-0.174999997,1.667097552,1.867097552
4.706903696,1.018728963,-0.161344116,-2.135170661,0.031740119,-0.399443653,0.4,0.404000014,0.41924998,-0.043000001,1.681119245,1.881119245
4.756469727,1.010165012,-0.174859244,-2.135886847,0.025634936,-0.383315465,0.4,0.400000006,0.443971269,0.086999997,1.695426046,1.895426046
4.80605793,1.000067739,-0.195647037,-2.126193055,0.01975596,-0.34701435,0.4,0.395999998,0.369993495,0.307000011,1.717172282,1.917172282
